Time,U,V,W,U_Avg,V_Avg,W_Avg,U-U_Avg,V-V_Avg,W-W_Avg,Octant,,Octant Id,1,-1,2,-2,3,-3,4,-4
0.72,22.6,0.43,0.74,,,,-4.706533535047903,0.3816695242897966,0.6324222558413178,2.0,,,,,,,,,,
0.73,24.45,0.68,0.43,,,,-2.8565335350479053,0.6316695242897966,0.32242225584131784,2.0,,,,,,,,,,
0.74,26.3,0.94,0.13,,,,-1.0065335350479039,0.8916695242897965,0.02242225584131785,2.0,,,,,,,,,,
0.75,27.57,-0.12,-0.17,,,,0.2634664649520957,-0.1683304757102034,-0.2775777441586822,-4.0,,,,,,,,,,
0.76,25.11,-1.41,-1.03,,,,-2.196533535047905,-1.4583304757102034,-1.137577744158682,-3.0,,,,,,,,,,
0.77,26.62,3.09,-0.51,,,,-0.6865335350479036,3.0416695242897966,-0.6175777441586822,-2.0,,,,,,,,,,
0.78,26.57,1.61,-1.18,,,,-0.7365335350479043,1.5616695242897967,-1.287577744158682,-2.0,,,,,,,,,,
0.79,23.28,1.25,-0.51,,,,-4.0265335350479035,1.2016695242897966,-0.6175777441586822,-2.0,,,,,,,,,,
0.8,22.92,1.53,-0.68,,,,-4.386533535047903,1.4816695242897966,-0.7875777441586822,-2.0,,,,,,,,,,
0.81,20.67,-3.22,-0.26,,,,-6.636533535047903,-3.2683304757102034,-0.36757774415868216,-3.0,,,,,,,,,,
0.82,21.19,0.48,0.2,,,,-6.116533535047903,0.4316695242897966,0.09242225584131786,2.0,,,,,,,,,,
0.83,21.71,-0.25,1.56,,,,-5.596533535047904,-0.2983304757102034,1.4524222558413178,3.0,,,,,,,,,,
0.84,24.31,-0.64,1.5,,,,-2.996533535047906,-0.6883304757102034,1.3924222558413177,3.0,,,,,,,,,,
0.85,26.91,-1.04,1.44,,,,-0.39653353504790445,-1.0883304757102035,1.3324222558413177,3.0,,,,,,,,,,
0.86,27.73,3.05,-0.27,,,,0.42346646495209583,3.0016695242897966,-0.37757774415868217,-1.0,,,,,,,,,,
0.87,26.55,1.13,-0.57,,,,-0.7565335350479039,1.0816695242897965,-0.6775777441586821,-2.0,,,,,,,,,,
0.88,26.33,0.82,-0.74,,,,-0.9765335350479063,0.7716695242897965,-0.8475777441586821,-2.0,,,,,,,,,,
0.89,26.12,0.52,-0.91,,,,-1.1865335350479036,0.47166952428979664,-1.0175777441586822,-2.0,,,,,,,,,,
0.9,27.77,1.11,-1.04,,,,0.463466464952095,1.0616695242897967,-1.1475777441586823,-1.0,,,,,,,,,,
0.91,27.23,1.49,-0.93,,,,-0.07653353504790417,1.4416695242897966,-1.0375777441586822,-2.0,,,,,,,,,,
0.92,25.9,-1.77,-0.28,,,,-1.406533535047906,-1.8183304757102035,-0.3875777441586822,-3.0,,,,,,,,,,
0.93,24.77,-0.97,-0.44,,,,-2.536533535047905,-1.0183304757102034,-0.5475777441586822,-3.0,,,,,,,,,,
0.94,25.65,-2.45,-0.43,,,,-1.656533535047906,-2.4983304757102034,-0.5375777441586822,-3.0,,,,,,,,,,
0.95,22.73,-2.63,0.03,,,,-4.576533535047904,-2.678330475710203,-0.07757774415868215,-3.0,,,,,,,,,,
0.96,27.93,-1.48,0.01,,,,0.6234664649520951,-1.5283304757102034,-0.09757774415868216,-4.0,,,,,,,,,,
0.97,24.03,3.25,0.34,,,,-3.2765335350479035,3.201669524289797,0.23242225584131787,2.0,,,,,,,,,,
0.98,25.87,0.19,0.99,,,,-1.4365335350479036,0.1416695242897966,0.8824222558413178,2.0,,,,,,,,,,
0.99,25.63,1.73,0.88,,,,-1.6765335350479056,1.6816695242897965,0.7724222558413179,2.0,,,,,,,,,,
1.0,25.4,3.28,0.78,,,,-1.906533535047906,3.2316695242897966,0.6724222558413179,2.0,,,,,,,,,,
1.01,23.73,3.86,1.47,,,,-3.576533535047904,3.8116695242897967,1.362422255841318,2.0,,,,,,,,,,
1.02,23.39,4.34,0.1,,,,-3.916533535047904,4.291669524289796,-0.007577744158682148,-2.0,,,,,,,,,,
1.03,23.11,1.25,-0.06,,,,-4.196533535047905,1.2016695242897966,-0.16757774415868215,-2.0,,,,,,,,,,
1.04,22.84,-1.83,-0.24,,,,-4.466533535047905,-1.8783304757102035,-0.34757774415868214,-3.0,,,,,,,,,,
1.05,21.61,-4.52,0.52,,,,-5.696533535047905,-4.568330475710203,0.41242225584131786,3.0,,,,,,,,,,
1.06,21.92,-1.74,0.74,,,,-5.386533535047903,-1.7883304757102034,0.6324222558413178,3.0,,,,,,,,,,
1.07,22.23,-2.45,1.98,,,,-5.076533535047904,-2.4983304757102034,1.8724222558413177,3.0,,,,,,,,,,
1.08,23.43,-1.88,1.0,,,,-3.876533535047905,-1.9283304757102033,0.8924222558413178,3.0,,,,,,,,,,
1.09,24.64,-1.12,1.63,,,,-2.666533535047904,-1.1683304757102035,1.5224222558413176,3.0,,,,,,,,,,
1.1,26.32,1.06,1.33,,,,-0.9865335350479043,1.0116695242897966,1.2224222558413178,2.0,,,,,,,,,,
1.11,28.09,0.2,1.04,,,,0.7834664649520953,0.1516695242897966,0.9324222558413179,1.0,,,,,,,,,,
1.12,31.15,1.38,0.33,,,,3.843466464952094,1.3316695242897965,0.22242225584131786,1.0,,,,,,,,,,
1.13,32.02,2.56,-0.37,,,,4.7134664649520985,2.511669524289797,-0.47757774415868215,-1.0,,,,,,,,,,
1.14,32.89,1.27,-1.79,,,,5.583466464952096,1.2216695242897966,-1.8975777441586823,-1.0,,,,,,,,,,
1.15,27.57,0.93,-1.89,,,,0.2634664649520957,0.8816695242897966,-1.997577744158682,-1.0,,,,,,,,,,
1.16,30.72,-2.81,-2.29,,,,3.4134664649520943,-2.8583304757102033,-2.3975777441586823,-4.0,,,,,,,,,,
1.17,29.14,-0.93,-2.08,,,,1.833466464952096,-0.9783304757102035,-2.1875777441586823,-4.0,,,,,,,,,,
1.18,26.35,2.48,-1.14,,,,-0.9565335350479032,2.4316695242897968,-1.247577744158682,-2.0,,,,,,,,,,
1.19,27.11,1.7,-0.31,,,,-0.19653353504790516,1.6516695242897965,-0.41757774415868215,-2.0,,,,,,,,,,
1.2,27.88,0.92,0.52,,,,0.5734664649520944,0.8716695242897966,0.41242225584131786,1.0,,,,,,,,,,
1.21,26.24,4.41,0.31,,,,-1.0665335350479062,4.3616695242897965,0.20242225584131784,2.0,,,,,,,,,,
1.22,31.06,1.09,0.3,,,,3.753466464952094,1.0416695242897966,0.19242225584131784,1.0,,,,,,,,,,
1.23,32.13,2.03,-1.67,,,,4.823466464952098,1.9816695242897964,-1.7775777441586822,-1.0,,,,,,,,,,
1.24,30.66,2.98,-2.45,,,,3.3534664649520955,2.9316695242897968,-2.5575777441586824,-1.0,,,,,,,,,,
1.25,31.07,-0.3,-2.4,,,,3.7634664649520957,-0.34833047571020337,-2.507577744158682,-4.0,,,,,,,,,,
1.26,30.23,3.76,-2.09,,,,2.923466464952096,3.7116695242897966,-2.197577744158682,-1.0,,,,,,,,,,
1.27,29.83,2.92,-1.79,,,,2.5234664649520937,2.8716695242897967,-1.8975777441586823,-1.0,,,,,,,,,,
1.28,29.44,2.08,-1.22,,,,2.1334664649520967,2.031669524289797,-1.327577744158682,-1.0,,,,,,,,,,
1.29,28.12,1.56,-1.76,,,,0.8134664649520964,1.5116695242897966,-1.867577744158682,-1.0,,,,,,,,,,
1.3,26.8,1.04,-2.19,,,,-0.5065335350479039,0.9916695242897966,-2.297577744158682,-2.0,,,,,,,,,,
1.31,26.67,0.02,-2.57,,,,-0.6365335350479029,-0.0283304757102034,-2.677577744158682,-3.0,,,,,,,,,,
1.32,26.55,-0.99,-1.97,,,,-0.7565335350479039,-1.0383304757102034,-2.077577744158682,-3.0,,,,,,,,,,
1.33,22.73,-3.84,-1.38,,,,-4.576533535047904,-3.888330475710203,-1.4875777441586822,-3.0,,,,,,,,,,
1.34,24.64,-2.41,-2.17,,,,-2.666533535047904,-2.4583304757102034,-2.277577744158682,-3.0,,,,,,,,,,
1.35,27.68,0.15,-2.25,,,,0.3734664649520951,0.10166952428979659,-2.3575777441586823,-1.0,,,,,,,,,,
1.36,26.78,-4.1,-2.09,,,,-0.5265335350479035,-4.148330475710203,-2.197577744158682,-3.0,,,,,,,,,,
1.37,25.82,-2.14,-1.75,,,,-1.4865335350479043,-2.1883304757102033,-1.8575777441586823,-3.0,,,,,,,,,,
1.38,24.87,-0.19,-1.42,,,,-2.4365335350479036,-0.2383304757102034,-1.5275777441586822,-3.0,,,,,,,,,,
1.39,25.83,1.51,-1.63,,,,-1.4765335350479063,1.4616695242897966,-1.7375777441586822,-2.0,,,,,,,,,,
1.4,27.61,2.31,-1.29,,,,0.30346646495209484,2.261669524289797,-1.3975777441586823,-1.0,,,,,,,,,,
1.41,28.92,1.59,-1.36,,,,1.6134664649520971,1.5416695242897966,-1.4675777441586821,-1.0,,,,,,,,,,
1.42,27.37,0.17,-0.89,,,,0.0634664649520964,0.1216695242897966,-0.9975777441586822,-1.0,,,,,,,,,,
1.43,21.99,-0.2,0.17,,,,-5.316533535047906,-0.24833047571020342,0.06242225584131786,3.0,,,,,,,,,,
1.44,24.25,-2.7,0.43,,,,-3.0565335350479046,-2.7483304757102034,0.32242225584131784,3.0,,,,,,,,,,
1.45,25.8,-3.55,1.05,,,,-1.5065335350479039,-3.598330475710203,0.9424222558413179,3.0,,,,,,,,,,
1.46,27.36,-4.41,1.68,,,,0.05346646495209484,-4.458330475710204,1.572422255841318,4.0,,,,,,,,,,
1.47,29.08,-4.3,1.68,,,,1.7734664649520937,-4.3483304757102035,1.572422255841318,4.0,,,,,,,,,,
1.48,30.0,-5.04,0.92,,,,2.6934664649520954,-5.088330475710204,0.8124222558413179,4.0,,,,,,,,,,
1.49,29.19,-4.53,0.74,,,,1.8834664649520967,-4.578330475710204,0.6324222558413178,4.0,,,,,,,,,,
1.5,31.22,-4.03,-0.29,,,,3.9134664649520943,-4.078330475710204,-0.39757774415868213,-4.0,,,,,,,,,,
1.51,28.44,-3.91,-0.19,,,,1.1334664649520967,-3.9583304757102034,-0.29757774415868216,-4.0,,,,,,,,,,
1.52,25.67,-3.79,-0.1,,,,-1.6365335350479029,-3.8383304757102032,-0.20757774415868216,-3.0,,,,,,,,,,
1.53,27.2,0.74,0.06,,,,-0.1065335350479053,0.6916695242897966,-0.047577744158682156,-2.0,,,,,,,,,,
1.54,27.97,0.52,-0.13,,,,0.6634664649520943,0.47166952428979664,-0.23757774415868216,-1.0,,,,,,,,,,
1.55,28.7,1.93,-0.01,,,,1.3934664649520947,1.8816695242897965,-0.11757774415868215,-1.0,,,,,,,,,,
1.56,31.1,1.63,-0.37,,,,3.793466464952097,1.5816695242897965,-0.47757774415868215,-1.0,,,,,,,,,,
1.57,33.5,1.33,-0.73,,,,6.193466464952095,1.2816695242897966,-0.8375777441586821,-1.0,,,,,,,,,,
1.58,32.46,3.33,-1.55,,,,5.153466464952096,3.281669524289797,-1.657577744158682,-1.0,,,,,,,,,,
1.59,29.96,2.55,-1.76,,,,2.6534664649520963,2.5016695242897966,-1.867577744158682,-1.0,,,,,,,,,,
1.6,28.47,-0.57,-1.43,,,,1.1634664649520943,-0.6183304757102034,-1.537577744158682,-4.0,,,,,,,,,,
1.61,29.21,0.99,-1.59,,,,1.9034664649520963,0.9416695242897966,-1.6975777441586821,-1.0,,,,,,,,,,
1.62,25.72,2.83,0.31,,,,-1.5865335350479057,2.781669524289797,0.20242225584131784,2.0,,,,,,,,,,
1.63,28.13,4.67,0.46,,,,0.8234664649520944,4.621669524289796,0.35242225584131787,1.0,,,,,,,,,,
1.64,29.64,5.77,-0.44,,,,2.333466464952096,5.721669524289796,-0.5475777441586822,-1.0,,,,,,,,,,
1.65,28.88,1.81,0.01,,,,1.5734664649520944,1.7616695242897966,-0.09757774415868216,-1.0,,,,,,,,,,
1.66,32.92,-2.14,2.26,,,,5.613466464952097,-2.1883304757102033,2.1524222558413175,4.0,,,,,,,,,,
1.67,30.9,2.37,1.13,,,,3.593466464952094,2.321669524289797,1.0224222558413176,1.0,,,,,,,,,,
1.68,30.86,0.01,-1.81,,,,3.553466464952095,-0.0383304757102034,-1.9175777441586823,-4.0,,,,,,,,,,
1.69,29.73,-1.05,-1.38,,,,2.423466464952096,-1.0983304757102035,-1.4875777441586822,-4.0,,,,,,,,,,
1.7,27.82,0.6,-1.65,,,,0.5134664649520957,0.5516695242897965,-1.7575777441586822,-1.0,,,,,,,,,,
1.71,26.64,-1.37,-1.26,,,,-0.666533535047904,-1.4183304757102035,-1.367577744158682,-3.0,,,,,,,,,,
1.72,29.94,-3.11,-0.63,,,,2.6334664649520967,-3.158330475710203,-0.7375777441586822,-4.0,,,,,,,,,,
1.73,31.22,-1.09,-0.86,,,,3.9134664649520943,-1.1383304757102035,-0.9675777441586821,-4.0,,,,,,,,,,
1.74,28.66,0.99,-1.28,,,,1.3534664649520955,0.9416695242897966,-1.387577744158682,-1.0,,,,,,,,,,
1.75,26.1,3.07,-1.71,,,,-1.2065335350479032,3.0216695242897966,-1.8175777441586822,-2.0,,,,,,,,,,
1.76,30.91,2.95,-0.23,,,,3.6034664649520955,2.901669524289797,-0.33757774415868214,-1.0,,,,,,,,,,
1.77,28.87,1.63,-0.24,,,,1.5634664649520964,1.5816695242897965,-0.34757774415868214,-1.0,,,,,,,,,,
1.78,25.31,3.48,0.39,,,,-1.9965335350479059,3.4316695242897968,0.28242225584131786,2.0,,,,,,,,,,
1.79,23.09,2.68,0.56,,,,-4.216533535047905,2.631669524289797,0.4524222558413179,2.0,,,,,,,,,,
1.8,25.06,2.89,-0.04,,,,-2.246533535047906,2.841669524289797,-0.14757774415868216,-2.0,,,,,,,,,,
1.81,27.51,2.32,-0.97,,,,0.20346646495209697,2.2716695242897966,-1.077577744158682,-1.0,,,,,,,,,,
1.82,29.96,1.75,-1.9,,,,2.6534664649520963,1.7016695242897966,-2.007577744158682,-1.0,,,,,,,,,,
1.83,26.79,4.4,-1.42,,,,-0.5165335350479054,4.351669524289797,-1.5275777441586822,-2.0,,,,,,,,,,
1.84,25.39,4.45,-0.48,,,,-1.916533535047904,4.4016695242897965,-0.5875777441586821,-2.0,,,,,,,,,,
1.85,24.0,4.5,0.46,,,,-3.3065335350479046,4.451669524289796,0.35242225584131787,2.0,,,,,,,,,,
1.86,28.7,3.59,-0.21,,,,1.3934664649520947,3.5416695242897966,-0.3175777441586821,-1.0,,,,,,,,,,
1.87,25.6,-1.22,-0.17,,,,-1.7065335350479032,-1.2683304757102034,-0.2775777441586822,-3.0,,,,,,,,,,
1.88,26.98,-2.22,-0.73,,,,-0.32653353504790417,-2.2683304757102034,-0.8375777441586821,-3.0,,,,,,,,,,
1.89,26.08,1.86,-0.1,,,,-1.2265335350479063,1.8116695242897967,-0.20757774415868216,-2.0,,,,,,,,,,
1.9,25.97,0.6,-0.81,,,,-1.3365335350479057,0.5516695242897965,-0.9175777441586822,-2.0,,,,,,,,,,
1.91,26.26,-1.46,-0.2,,,,-1.046533535047903,-1.5083304757102034,-0.30757774415868216,-3.0,,,,,,,,,,
1.92,26.93,-0.55,0.17,,,,-0.3765335350479049,-0.5983304757102035,0.06242225584131786,3.0,,,,,,,,,,
1.93,29.64,0.21,-1.15,,,,2.333466464952096,0.16166952428979658,-1.2575777441586822,-1.0,,,,,,,,,,
1.94,28.28,-0.17,-0.49,,,,0.9734664649520965,-0.21833047571020342,-0.5975777441586821,-4.0,,,,,,,,,,
1.95,31.24,1.38,-1.1,,,,3.933466464952094,1.3316695242897965,-1.2075777441586824,-1.0,,,,,,,,,,
1.96,29.76,2.93,-1.72,,,,2.453466464952097,2.881669524289797,-1.827577744158682,-1.0,,,,,,,,,,
1.97,28.23,5.74,-2.08,,,,0.9234664649520958,5.6916695242897966,-2.1875777441586823,-1.0,,,,,,,,,,
1.98,29.57,5.45,-1.61,,,,2.2634664649520957,5.4016695242897965,-1.7175777441586821,-1.0,,,,,,,,,,
1.99,26.03,6.15,-1.15,,,,-1.2765335350479035,6.101669524289797,-1.2575777441586822,-2.0,,,,,,,,,,
2.0,27.8,4.24,-1.8,,,,0.4934664649520961,4.1916695242897966,-1.907577744158682,-1.0,,,,,,,,,,
2.01,29.26,2.34,-1.63,,,,1.953466464952097,2.2916695242897966,-1.7375777441586822,-1.0,,,,,,,,,,
2.02,25.7,1.36,-1.83,,,,-1.6065335350479053,1.3116695242897967,-1.9375777441586823,-2.0,,,,,,,,,,
2.03,26.98,-0.41,-2.36,,,,-0.32653353504790417,-0.45833047571020336,-2.467577744158682,-3.0,,,,,,,,,,
2.04,26.93,-0.2,-2.33,,,,-0.3765335350479049,-0.24833047571020342,-2.4375777441586823,-3.0,,,,,,,,,,
2.05,24.6,-1.92,-1.54,,,,-2.706533535047903,-1.9683304757102034,-1.6475777441586823,-3.0,,,,,,,,,,
2.06,22.86,0.0,-0.76,,,,-4.446533535047905,-0.0483304757102034,-0.8675777441586822,-3.0,,,,,,,,,,
2.07,24.41,0.68,0.83,,,,-2.8965335350479045,0.6316695242897966,0.7224222558413178,2.0,,,,,,,,,,
2.08,25.97,1.36,2.43,,,,-1.3365335350479057,1.3116695242897967,2.322422255841318,2.0,,,,,,,,,,
2.09,28.33,1.66,2.19,,,,1.0234664649520937,1.6116695242897965,2.0824222558413177,1.0,,,,,,,,,,
2.1,28.77,-0.9,1.28,,,,1.463466464952095,-0.9483304757102035,1.172422255841318,4.0,,,,,,,,,,
2.11,29.21,-3.48,0.38,,,,1.9034664649520963,-3.528330475710203,0.27242225584131785,4.0,,,,,,,,,,
2.12,27.34,0.91,0.93,,,,0.033466464952095265,0.8616695242897966,0.8224222558413179,1.0,,,,,,,,,,
2.13,24.52,-0.63,0.57,,,,-2.786533535047905,-0.6783304757102034,0.4624222558413178,3.0,,,,,,,,,,
2.14,25.08,1.09,0.63,,,,-2.2265335350479063,1.0416695242897966,0.5224222558413179,2.0,,,,,,,,,,
2.15,24.65,1.29,0.74,,,,-2.656533535047906,1.2416695242897966,0.6324222558413178,2.0,,,,,,,,,,
2.16,26.1,1.84,0.74,,,,-1.2065335350479032,1.7916695242897966,0.6324222558413178,2.0,,,,,,,,,,
2.17,23.87,4.41,0.52,,,,-3.4365335350479036,4.3616695242897965,0.41242225584131786,2.0,,,,,,,,,,
